code_iata;icao_code;timezone;gmt_offset;raw_offset;dst_offset;name;ordre
PSM;KPSM;America/New_York;-5;-5;-4;Portsmouth International Airport at Pease;1116
GPT;KGPT;America/Chicago;-6;-6;-5;Gulfport-Biloxi Regional Airport;1117
IXB;VEBD;Asia/Kolkata;5,5;5,5;5,5;Bagdogra Airport;1118
MQL;YMIA;Australia/Melbourne;11;10;10;Mildura Airport;1119
TBU;NFTF;Pacific/Tongatapu;13;13;13;Fua?amotu International Airport;1120
KLU;LOWK;Europe/Vienna;1;1;2;Klagenfurt Airport;1121
LYN;LFLY;Europe/Paris;1;1;2;Lyon-Bron Airport;1122
KHV;UHHH;Asia/Vladivostok;10;10;10;Khabarovsk Novy Airport;1123
SDK;WBKS;Asia/Kuching;8;8;8;Sandakan Airport;1124
KAN;DNKN;Africa/Lagos;1;1;1;Mallam Aminu Kano International Airport;1125
STV;VASU;Asia/Kolkata;5,5;5,5;5,5;Surat Airport;1126
KVA;LGKV;Europe/Athens;2;2;3;Kavala International Airport;1127
NPL;NZNP;Pacific/Auckland;13;12;12;New Plymouth Airport;1128
PIX;LPPI;Atlantic/Azores;-1;-1;0;Pico Airport;1129
OST;EBOS;Europe/Brussels;1;1;2;Ostend-Bruges International Airport;1130
ZNE;YNWN;Australia/Perth;8;8;8;Newman Airport;1131
KEP;VNNG;Asia/Kathmandu;5,75;5,75;5,75;Nepalgunj Airport;1132
TKS;RJOS;Asia/Tokyo;9;9;9;Tokushima Airport;1133
HHH;KHXD;America/New_York;-5;-5;-4;Hilton Head Airport;1134
SPR;MZSP;America/Belize;-6;-6;-6;John Greif II Airport;1135
TKG;WILL;Asia/Jakarta;7;7;7;Radin Inten II International Airport;1136
BOB;NTTB;Pacific/Tahiti;-10;-10;-10;Bora-Bora Airport;1137
HFA;LLHA;Asia/Jerusalem;2;2;3;Haifa International Airport;1138
PNL;LICG;Europe/Rome;1;1;2;Pantelleria Airport;1139
SCV;LRSV;Europe/Bucharest;2;2;3;Suceava / Salcea Airport;1140
AAR;EKAH;Europe/Copenhagen;1;1;2;Aarhus Airport;1141
DJB;WIJJ;Asia/Jakarta;7;7;7;Sultan Thaha Airport;1142
SPD;VGSD;Asia/Dhaka;6;6;6;Saidpur Airport;1143
CCF;LFMK;Europe/Paris;1;1;2;Carcassonne-Salvaza;1144
GUF;KJKA;America/Chicago;-6;-6;-5;Jack Edwards Airport;1145
HRL;KHRL;America/Chicago;-6;-6;-5;Rio Grande Valley International Airport;1146
CAY;SOCA;America/Cayenne;-3;-3;-3;Cayenne-Rochambeau;1147
CJA;SPJR;America/Lima;-5;-5;-5;Cajamarca;1148
HGA;HCMH;Africa/Mogadishu;3;3;3;Egal International Airport - Hargeisa;1149
UIB;SKUI;America/Bogota;-5;-5;-5;El Caraño Airport;1150
AKJ;RJEC;Asia/Tokyo;9;9;9;Asahikawa Airport;1151
DRV;VRMD;Indian/Maldives;5;5;5;Dharavandhoo Airport;1152
HFT;ENHF;Europe/Oslo;1;1;2;Hammerfest Airport;1153
AXA;TQPF;America/Anguilla;-4;-4;-4;Clayton J. Lloyd International Airport;1154
LUZ;EPLB;Europe/Warsaw;1;1;2;Lublin Airport;1155
MLX;LTAT;Europe/Istanbul;3;3;3;Malatya Erhaç Airport;1156
SVJ;ENSH;Europe/Oslo;1;1;2;Svolvær Airport, Helle;1157
UGC;UTNU;Asia/Samarkand;5;5;5;Urgench International Airport;1158
IXL;VILH;Asia/Kolkata;5,5;5,5;5,5;Kushok Bakula Rimpochhe Airport;1159
USH;SAWH;America/Argentina/Ushuaia;-3;-3;-3;Ushuaia Aerodrome;1160
ATZ;HEAT;Africa/Cairo;2;2;3;Assiut Airport;1161
YCU;ZBYC;Asia/Shanghai;8;8;8;Yuncheng Guangong Airport;1162
ACV;KACV;America/Los_Angeles;-8;-8;-7;Arcata-Eureka Airport;1163
CGR;SBCG;America/Campo_Grande;-4;-4;-4;Campo Grande International Airport;1164
AVV;YMAV;Australia/Melbourne;11;10;10;Avalon Airport;1165
FPO;MYGF;America/Nassau;-5;-5;-4;Grand Bahama International Airport;1166
RDD;KRDD;America/Los_Angeles;-8;-8;-7;Redding Municipal Airport;1167
ISC;EGHE;Europe/London;0;0;1;St Mary's Airport;1168
JIJ;HAJJ;Africa/Addis_Ababa;3;3;3;Jijiga Wilwal International Airport;1169
PBC;MMPB;America/Mexico_City;-6;-6;-6;Hermanos Serdán International Airport;1170
RKT;OMRK;Asia/Dubai;4;4;4;Ras Al Khaimah International Airport;1171
VVC;SKVV;America/Bogota;-5;-5;-5;Villavicencio / Vanguardia;1172
ELS;FAEL;Africa/Johannesburg;2;2;2;East London Airport;1173
OGZ;URMO;Europe/Moscow;3;3;3;Beslan Airport;1174
DIR;HADR;Africa/Addis_Ababa;3;3;3;Aba Tenna Dejazmach Yilma International Airport;1175
GES;RPMR;Asia/Manila;8;8;8;General Santos International Airport;1176
PMK;YPAM;Australia/Lindeman;10;10;10;Palm Island Airport;1177
BJA;DAAE;Africa/Algiers;1;1;1;Bejaia Airport;1178
LDY;EGAE;Europe/London;0;0;1;City of Derry Airport;1179
MQM;LTCR;Europe/Istanbul;3;3;3;Mardin Airport;1180
SCF;KSDL;America/Phoenix;-7;-7;-7;Scottsdale Airport;1181
FRG;KFRG;America/New_York;-5;-5;-4;Republic Airport;1182
CRP;KCRP;America/Chicago;-6;-6;-5;Corpus Christi International Airport;1183
KHG;ZWSH;Asia/Urumqi;6;6;6;Kashgar Airport;1184
RNN;EKRN;Europe/Copenhagen;1;1;2;Bornholm Rønne Airport;1185
SOC;WAHQ;Asia/Jakarta;7;7;7;Adisumarmo International Airport;1186
TRI;KTRI;America/New_York;-5;-5;-4;Tri-Cities Regional TN/VA Airport;1187
FCM;KFCM;America/Chicago;-6;-6;-5;Flying Cloud Airport;1188
HAS;OEHL;Asia/Riyadh;3;3;3;Ha'il Regional Airport;1189
PCL;SPCL;America/Lima;-5;-5;-5;FAP Captain David Abenzur Rengifo International Airport;1190
MAR;SVMC;America/Caracas;-4;-4;-4;La Chinita Internacional;1191
SGU;KSGU;America/Denver;-7;-7;-6;Saint George Municipal Airport;1192
RRG;FIMR;Indian/Mauritius;4;4;4;Sir Gaëtan Duval Airport;1193
JUL;SPJL;America/Lima;-5;-5;-5;Inca Manco Cápac International Airport;1194
KIH;OIBK;Asia/Tehran;3,5;3,5;3,5;Kish Island International Airport;1195
DLH;KDLH;America/Chicago;-6;-6;-5;Duluth International Airport;1196
RVN;EFRO;Europe/Helsinki;2;2;3;Rovaniemi Airport;1197
SKB;TKPK;America/St_Kitts;-4;-4;-4;Robert L. Bradshaw International Airport;1198
BTJ;WITT;Asia/Jakarta;7;7;7;Sultan Iskandar Muda International Airport;1199
OUL;EFOU;Europe/Helsinki;2;2;3;Oulu Airport;1200
TNO;MRTM;America/Costa_Rica;-6;-6;-6;Tamarindo Airport;1201
BWU;YSBK;Australia/Sydney;11;10;10;Bankstown Airport Aws;1202
BZG;EPBY;Europe/Warsaw;1;1;2;Bydgoszcz Ignacy Jan Paderewski Airport;1203
HUX;MMBT;America/Mexico_City;-6;-6;-6;Bahías de Huatulco International Airport;1204
ISA;YBMA;Australia/Brisbane;10;10;10;Mount Isa Airport;1205
ADE;OYAA;Asia/Aden;3;3;3;Aden International Airport;1206
JAD;YPJT;Australia/Perth;8;8;8;Jandakot Airport;1207
POP;MDPP;America/Santo_Domingo;-4;-4;-4;Puerto Plata Airport;1208
YQQ;CYQQ;America/Vancouver;-8;-8;-7;Comox Valley Airport;1209
OMR;LROD;Europe/Bucharest;2;2;3;Oradea International Airport;1210
DED;VIDN;Asia/Kolkata;5,5;5,5;5,5;Jolly Grant Airport;1211
EGC;LFBE;Europe/Paris;1;1;2;Bergerac-Roumanière;1212
HVB;YHBA;Australia/Brisbane;10;10;10;Hervey Bay Airport;1213
VRA;MUVR;America/Havana;-5;-5;-4;Juan Gualberto Gómez International Airport;1214
PXM;MMPS;America/Mexico_City;-6;-6;-6;Puerto Escondido International Airport;1215
MRA;HLMS;Africa/Tripoli;2;2;2;Misratah Airport;1216
ASW;HESN;Africa/Cairo;2;2;3;Aswan International Airport;1217
AOJ;RJSA;Asia/Tokyo;9;9;9;Aomori Airport;1218
BNI;DNBE;Africa/Lagos;1;1;1;Benin;1219
INI;LYNI;Europe/Belgrade;1;1;2;Niš Constantine the Great Airport;1220
NLA;FLSK;Africa/Lusaka;2;2;2;Ndola Airport;1221
PGK;WIPK;Asia/Jakarta;7;7;7;Depati Amir Airport;1222
HLZ;NZHN;Pacific/Auckland;13;12;12;Hamilton International Airport;1223
HOV;ENOV;Europe/Oslo;1;1;2;Ørsta–Volda Airport, Hovden;1224
MDL;VYMD;Asia/Yangon;6,5;6,5;6,5;Mandalay International Airport;1225
TTN;KTTN;America/New_York;-5;-5;-4;Trenton Mercer Airport;1226
BAL;LTCJ;Europe/Istanbul;3;3;3;Batman Airport;1227
PVU;KPVU;America/Denver;-7;-7;-6;Provo Municipal Airport;1228
FRS;MGMM;America/Guatemala;-6;-6;-6;Mundo Maya International Airport;1229
HSN;ZSZS;Asia/Shanghai;8;8;8;Zhoushan Airport;1230
PZO;SVPR;America/Caracas;-4;-4;-4;Manuel Carlos Piar Guayana Airport;1231
YQX;CYQX;America/St_Johns;-3,5;-3,5;-2,5;Gander International Airport;1232
PLQ;EYPA;Europe/Vilnius;2;2;3;Palanga International Airport;1233
RPR;VERP;Asia/Kolkata;5,5;5,5;5,5;Swami Vivekananda Airport;1234
GIB;LXGB;Europe/Gibraltar;1;1;2;Gibraltar International Airport;1235
YNZ;ZSYN;Asia/Shanghai;8;8;8;Yancheng Nanyang Airport;1236
GRV;URMG;Europe/Moscow;3;3;3;Grozny Airport;1237
MFA;HTMA;Africa/Dar_es_Salaam;3;3;3;Mafia Island Airport;1238
HUZ;ZGHZ;Asia/Shanghai;8;8;8;Huizhou Pingtan Airport;1239
USA;KJQF;America/New_York;-5;-5;-4;Concord-Padgett Regional Airport;1240
VXE;GVSV;Atlantic/Cape_Verde;-1;-1;-1;Cesária Évora Airport;1241
CFE;LFLC;Europe/Paris;1;1;2;Clermont-Ferrand Auvergne Airport;1242
LXS;LGLM;Europe/Athens;2;2;3;Limnos Airport;1243
ARM;YARM;Australia/Sydney;11;10;10;Armidale Airport;1244
RKD;KRKD;America/New_York;-5;-5;-4;Knox County Regional Airport;1245
BNN;ENBN;Europe/Oslo;1;1;2;Bronnoysund Bronnoy Airport;1246
BCM;;;;;;;1247
NDJ;FTTJ;Africa/Ndjamena;1;1;1;N'Djamena International Airport;1248
NIM;DRRN;Africa/Niamey;1;1;1;Diori Hamani International Airport;1249
LNS;KLNS;America/New_York;-5;-5;-4;Lancaster Airport;1250
PXO;LPPS;Atlantic/Madeira;0;0;1;Porto Santo Airport;1251
AXM;SKAR;America/Bogota;-5;-5;-5;Armenia / El Eden;1252
IDA;KIDA;America/Boise;-7;-7;-6;Idaho Falls Regional Airport;1253
SWF;KSWF;America/New_York;-5;-5;-4;Stewart International Airport;1254
BDP;VNCG;Asia/Kathmandu;5,75;5,75;5,75;Bhadrapur Airport;1255
HAU;ENHD;Europe/Oslo;1;1;2;Haugesund Airport, Karmøy;1256
BNX;LQBK;Europe/Sarajevo;1;1;2;Banja Luka International Airport;1257
MEB;YMEN;Australia/Melbourne;11;10;10;Essendon Airport;1258
MGB;YMTG;Australia/Adelaide;10,5;9,5;9,5;Mount Gambier Airport;1259
MMY;ROMY;Asia/Tokyo;9;9;9;Miyako Airport;1260
URA;UARR;Asia/Oral;5;5;5;Oral Ak Zhol Airport;1261
DZA;FMCZ;Indian/Mayotte;3;3;3;Dzaoudzi Pamandzi International Airport;1262
DRO;KDRO;America/Denver;-7;-7;-6;Durango–La Plata County Airport;1263
JKR;VNJP;Asia/Kathmandu;5,75;5,75;5,75;Janakpur Airport;1264
LMM;MMLM;America/Mazatlan;-7;-7;-7;Los Mochis International Airport;1265
PPP;YBPN;Australia/Brisbane;10;10;10;Proserpine Airport;1266
OBF;EDMO;Europe/Berlin;1;1;2;Oberpfaffenhofen;1267
YXU;CYXU;America/Toronto;-5;-5;-4;London International Airport;1268
ZCO;SCQP;America/Santiago;-3;-4;-4;La Araucanía International Airport;1269
KKN;ENKR;Europe/Oslo;1;1;2;Kirkenes;1270
PEM;SPTU;America/Lima;-5;-5;-5;Puerto Maldonado;1271
VLI;NVVV;Pacific/Efate;11;11;11;Port Vila - Bauerfield International Airport;1272
HTO;KHTO;America/New_York;-5;-5;-4;East Hampton Airport;1273
IXM;VOMD;Asia/Kolkata;5,5;5,5;5,5;Madurai Airport;1274
TAM;MMTM;America/Monterrey;-6;-6;-6;General Francisco Javier Mina International Airport;1275
CDT;LECH;Europe/Madrid;1;1;2;Castellón–Costa Azahar Airport;1276
IZO;RJOC;Asia/Tokyo;9;9;9;Izumo Airport;1277
MGF;SBMG;America/Sao_Paulo;-3;-3;-3;Maringá Regional Airport;1278
OBO;RJCB;Asia/Tokyo;9;9;9;Tokachi-Obihiro Airport;1279
OHD;;;;;;;1280
TCQ;SPTN;America/Lima;-5;-5;-5;Coronel FAP Carlos Ciriani Santa Rosa International Airport;1281
YCD;CYCD;America/Vancouver;-8;-8;-7;Nanaimo Airport;1282
DPA;KDPA;America/Chicago;-6;-6;-5;DuPage Airport;1283
FXE;KFXE;America/New_York;-5;-5;-4;Fort Lauderdale Executive Airport;1284
NUX;USMU;Asia/Yekaterinburg;5;5;5;Novy Urengoy Airport;1285
KUH;RJCK;Asia/Tokyo;9;9;9;Kushiro Airport;1286
LNK;KLNK;America/Chicago;-6;-6;-5;Lincoln Municipal Airport;1287
MMB;RJCM;Asia/Tokyo;9;9;9;Memambetsu Airport;1288
XUZ;ZSXZ;Asia/Shanghai;8;8;8;Xuzhou Guanyin Airport;1289
IXR;VERC;Asia/Kolkata;5,5;5,5;5,5;Birsa Munda Airport;1290
KTN;PAKT;America/Sitka;-9;-9;-8;Ketchikan International Airport;1291
ALF;ENAT;Europe/Oslo;1;1;2;Alta Lufthavn;1292
BAX;UNBB;Asia/Barnaul;7;7;7;Barnaul Airport;1293
CUE;SECU;America/Guayaquil;-5;-5;-5;Cuenca / Mariscal Lamar;1294
GLT;YGLA;Australia/Brisbane;10;10;10;Gladstone Airport;1295
JCU;GECE;Africa/Ceuta;1;1;2;Ceuta Heliport;1296
ASF;URWA;Europe/Astrakhan;4;4;4;Astrakhan/Narimanovo Airport;1297
DPO;YDPO;Australia/Hobart;11;10;10;Devonport Airport;1298
GFK;KGFK;America/Chicago;-6;-6;-5;Grand Forks International Airport;1299
JBQ;MDJB;America/Santo_Domingo;-4;-4;-4;La Isabela International Airport;1300
KLO;RPVK;Asia/Manila;8;8;8;Kalibo Airport;1301
LLW;FWKI;Africa/Blantyre;2;2;2;Lilongwe International Airport;1302
MIG;ZUMY;Asia/Shanghai;8;8;8;Mianyang Nanjiao Airport;1303
CRD;SAVC;America/Argentina/Catamarca;-3;-3;-3;General Enrique Mosconi International Airport;1304
LIG;LFBL;Europe/Paris;1;1;2;Limoges-Bellegarde;1305
DNH;ZLDH;Asia/Shanghai;8;8;8;Dunhuang Airport;1306
MUB;FBMN;Africa/Gaborone;2;2;2;Maun Airport;1307
TNF;LFPN;Europe/Paris;1;1;2;Toussus-le-Noble Airport;1308
SOQ;WASS;Asia/Jayapura;9;9;9;Domine Edward Osok Airport;1309
YGJ;RJOH;Asia/Tokyo;9;9;9;Miho–Yonago Airport;1310
BJL;GBYD;Africa/Banjul;0;0;0;Banjul International;1311
BMA;ESSB;Europe/Stockholm;1;1;2;Stockholm-Bromma Airport;1312
BKS;WIGG;Asia/Jakarta;7;7;7;Fatmawati Soekarno Airport;1313
EMD;YEML;Australia/Brisbane;10;10;10;Emerald Airport;1314
MGM;KMGM;America/Chicago;-6;-6;-5;Dannelly Field;1315
LCJ;EPLL;Europe/Warsaw;1;1;2;?ód? W?adys?aw Reymont Airport;1316
TYR;KTYR;America/Chicago;-6;-6;-5;Tyler Pounds Field;1317
BFL;KBFL;America/Los_Angeles;-8;-8;-7;Meadows Field Airport;1318
GKK;VRMO;Indian/Maldives;5;5;5;Kooddoo Atoll Airport;1319
MMU;KMMU;America/New_York;-5;-5;-4;Morristown Municipal Airport;1320
AUC;SKUC;America/Bogota;-5;-5;-5;Aeropuerto Santiago Pérez Quiróz;1321
BRO;KBRO;America/Chicago;-6;-6;-5;Brownsville-South Padre Island International Airport;1322
DOM;TDPD;America/Dominica;-4;-4;-4;Melville Hall Airport;1323
BJC;KBJC;America/Denver;-7;-7;-6;Rocky Mountain Metropolitan Airport;1324
CFR;LFRK;Europe/Paris;1;1;2;Caen – Carpiquet Airport;1325
RGK;UNBG;Asia/Barnaul;7;7;7;Gorno-Altaysk Airport;1326
HDS;FAHS;Africa/Johannesburg;2;2;2;AFB Hoedspruit;1327
ILG;KILG;America/New_York;-5;-5;-4;New Castle Airport;1328
MOT;KMOT;America/Chicago;-6;-6;-5;Minot International Airport;1329
AGB;EDMA;Europe/Berlin;1;1;2;Augsburg Airport;1330
BWT;YWYY;Australia/Hobart;11;10;10;Wynyard Airport;1331
RFP;NTTR;Pacific/Tahiti;-10;-10;-10;Raiatea Airport;1332
SNU;MUSC;America/Havana;-5;-5;-4;Abel Santamaría Airport;1333
HTI;YBHM;Australia/Lindeman;10;10;10;Great Barrier Reef Airport;1334
JUJ;SASJ;America/Argentina/Jujuy;-3;-3;-3;Gobernador Horacio Guzmán International Airport;1335
LAU;HKLU;Africa/Nairobi;3;3;3;Manda Airport;1336
QQN;;;;;;;1337
KSN;UAUU;Asia/Qostanay;5;5;5;Kostanay Airport;1338
AXD;LGAL;Europe/Athens;2;2;3;Alexandroupoli Airport;1339
TGG;WMKN;Asia/Kuala_Lumpur;8;8;8;Sultan Mahmud Airport;1340
TMJ;UTST;Asia/Samarkand;5;5;5;Termez Airport;1341
CSY;UWKS;Europe/Moscow;3;3;3;Cheboksary Airport;1342
LAL;KLAL;America/New_York;-5;-5;-4;Lakeland Linder Regional Airport;1343
ROS;SAAR;America/Argentina/Cordoba;-3;-3;-3;Rosario International Airport;1344
ASM;HHAS;Africa/Asmara;3;3;3;Asmara Airport;1345
SSJ;ENST;Europe/Oslo;1;1;2;Sandnessjøen Airport, Stokka;1346
BHQ;YBHI;Australia/Broken_Hill;10,5;9,5;9,5;Broken Hill Airport;1347
BJM;HBBA;Africa/Bujumbura;2;2;2;Bujumbura International Airport;1348
DBB;HEAL;Africa/Cairo;2;2;3;El Alamein International Airport;1349
LVI;FLHN;Africa/Lusaka;2;2;2;Harry Mwanga Nkumbula International Airport;1350
MLU;KMLU;America/Chicago;-6;-6;-5;Monroe Regional Airport;1351
RCH;SKRH;America/Bogota;-5;-5;-5;Almirante Padilla Airport;1352
SBD;KSBD;America/Los_Angeles;-8;-8;-7;San Bernardino International Airport;1353
SUV;NFNA;Pacific/Fiji;12;12;12;Nausori International Airport;1354
AYP;SPHO;America/Lima;-5;-5;-5;Coronel FAP Alfredo Mendívil Duarte Airport;1355
ZIH;MMZH;America/Mexico_City;-6;-6;-6;Ixtapa-Zihuatanejo International Airport;1356
DSI;KDTS;America/Chicago;-6;-6;-5;Destin Executive Airport;1357
ERF;EDDE;Europe/Berlin;1;1;2;Erfurt–Weimar Airport;1358
FNA;GFLL;Africa/Freetown;0;0;0;Freetown-Lungi International Airport;1359
KSY;LTCF;Europe/Istanbul;3;3;3;Kars Airport;1360
YTY;ZSYA;Asia/Shanghai;8;8;8;Yangzhou Taizhou Airport;1361
LYI;ZSLY;Asia/Shanghai;8;8;8;Linyi Shubuling Airport;1362
MZL;SKMZ;America/Bogota;-5;-5;-5;La Nubia Airport;1363
AEX;KAEX;America/Chicago;-6;-6;-5;Alexandria International Airport;1364
AYQ;YAYE;Australia/Darwin;9,5;9,5;9,5;Ayers Rock Airport;1365
ENU;DNEN;Africa/Lagos;1;1;1;Enugu Airport;1366
HIA;ZSSH;Asia/Shanghai;8;8;8;Huai'an Lianshui Airport;1367
KNX;YPKU;Australia/Perth;8;8;8;East Kimberley Regional Airport;1368
SMA;LPAZ;Atlantic/Azores;-1;-1;0;Santa Maria Airport;1369
UKK;UASK;Asia/Almaty;5;5;5;Oskemen Airport;1370
BHY;ZGBH;Asia/Shanghai;8;8;8;Beihai Fucheng Airport;1371
BUQ;FJVN;Africa/Harare;2;2;2;Bulawayo Airport;1372
BRT;YBTI;Australia/Darwin;9,5;9,5;9,5;Bathurst Island Airport;1373
DIL;WPDL;Asia/Dili;9;9;9;Nicolau Lobato Airport;1374
DSE;HADC;Africa/Addis_Ababa;3;3;3;Combolcha Airport;1375
KGF;UAKK;Asia/Almaty;5;5;5;Karaganda Sary-Arka Airport;1376
ERC;LTCD;Europe/Istanbul;3;3;3;Erzincan Airport;1377
QBA;;;;;;;1378
YKS;UEEE;Asia/Yakutsk;9;9;9;Yakutsk Airport;1379
ELH;MYEH;America/Nassau;-5;-5;-4;North Eleuthera Airport;1380
IJK;USII;Europe/Samara;4;4;4;Izhevsk Airport;1381
COU;KCOU;America/Chicago;-6;-6;-5;Columbia Regional Airport;1382
PAC;;;;;;;1383
TCO;SKCO;America/Bogota;-5;-5;-5;La Florida Airport;1384
AJF;OESK;Asia/Riyadh;3;3;3;Al Jouf Domestic Airport;1385
CTM;MMCM;America/Cancun;-5;-5;-5;Chetumal International Airport;1386
DNZ;LTAY;Europe/Istanbul;3;3;3;Denizli Çardak Airport;1387
HSG;RJFS;Asia/Tokyo;9;9;9;Saga Airport;1388
NBC;UWKE;Europe/Moscow;3;3;3;Begishevo Airport;1389
TTU;GMTN;Africa/Casablanca;1;0;1;Sania Ramel Airport;1390
GDT;MBGT;America/Grand_Turk;-5;-5;-4;JAGS McCartney International Airport;1391
RAR;NCRG;Pacific/Rarotonga;-10;-10;-10;Rarotonga International Airport;1392
SKN;ENSK;Europe/Oslo;1;1;2;Storkmarknes / Skagen;1393
YGR;CYGR;America/Halifax;-4;-4;-3;Îles-de-la-Madeleine Airport;1394
FRO;ENFL;Europe/Oslo;1;1;2;Florø Airport;1395
ISU;ORSU;Asia/Baghdad;3;3;3;Sulaymaniyah International Airport;1396
PBM;SMJP;America/Paramaribo;-3;-3;-3;Johan Adolf Pengel International Airport;1397
YHU;CYHU;America/Toronto;-5;-5;-4;Montréal/Saint-Hubert Airport;1398
BLB;MPHO;America/Panama;-5;-5;-5;Panama Pacific International Airport;1399
FLA;SKFL;America/Bogota;-5;-5;-5;Gustavo Artunduaga Paredes Airport;1400
TKD;DGTK;Africa/Accra;0;0;0;Takoradi Airport;1401
GLF;MRGF;America/Costa_Rica;-6;-6;-6;Golfito Airport;1402
MSR;LTCK;Europe/Istanbul;3;3;3;Mu? Airport;1403
UST;KSGJ;America/New_York;-5;-5;-4;Northeast Florida Regional Airport;1404
PLN;KPLN;America/Detroit;-5;-5;-4;Pellston Regional Airport of Emmet County;1405
SAF;KSAF;America/Denver;-7;-7;-6;Santa Fe Municipal Airport;1406
THE;SBTE;America/Fortaleza;-3;-3;-3;Teresina Airport;1407
YSJ;CYSJ;America/Moncton;-4;-4;-3;Saint John Airport;1408
ACA;MMAA;America/Mexico_City;-6;-6;-6;General Juan N. Álvarez International Airport;1409
LUG;LSZA;Europe/Zurich;1;1;2;Lugano Airport;1410
KIM;FAKM;Africa/Johannesburg;2;2;2;Kimberly Airport;1411
NOS;FMNN;Indian/Antananarivo;3;3;3;Fascene Nosy Be Airport;1412
RDZ;LFCR;Europe/Paris;1;1;2;Rodez-Marcillac Airport;1413
SCW;UUYY;Europe/Moscow;3;3;3;Syktyvkar Airport;1414
GPS;SEGS;Pacific/Galapagos;-6;-6;-6;Seymour Airport;1415
LBU;WBKL;Asia/Kuching;8;8;8;Labuan Airport;1416
DHI;VNDH;Asia/Kathmandu;5,75;5,75;5,75;Dhangarhi Airport;1417
GPA;LGRX;Europe/Athens;2;2;3;Patras Araxos Airport;1418
PBH;VQPR;Asia/Thimphu;6;6;6;Paro Airport;1419
PKY;WAGG;Asia/Pontianak;7;7;7;Tjilik Riwut Airport;1420
EDO;LTFD;Europe/Istanbul;3;3;3;Bal?kesir Koca Seyit Airport;1421
POG;FOOG;Africa/Libreville;1;1;1;Port-Gentil Airport;1422
TLM;DAON;Africa/Algiers;1;1;1;Tlemcen Zenata;1423
QUO;DNAI;Africa/Lagos;1;1;1;Akwa Ibom International Airport;1424
DRK;MRDK;America/Costa_Rica;-6;-6;-6;Drake Bay Airport;1425
UDR;VAUD;Asia/Kolkata;5,5;5,5;5,5;Maharana Pratap international Airport;1426
BQB;YBLN;Australia/Perth;8;8;8;Busselton Airport;1427
SIT;PASI;America/Sitka;-9;-9;-8;Sitka Rocky Gutierrez Airport;1428
YZV;CYZV;America/Toronto;-5;-5;-4;Sept-Îles Airport;1429
AOR;WMKA;Asia/Kuala_Lumpur;8;8;8;Sultan Abdul Halim Airport;1430
BMI;KBMI;America/Chicago;-6;-6;-5;Central Illinois Regional Airport at Bloomington-Normal;1431
CPO;SCAT;America/Santiago;-3;-4;-4;Desierto de Atacama Airport;1432
GIS;NZGS;Pacific/Auckland;13;12;12;Gisborne Airport;1433
PUQ;SCCI;America/Punta_Arenas;-3;-3;-3;Presidente Carlos Ibáñez del Campo International Airport;1434
TMC;WATK;Asia/Makassar;8;8;8;Lede Kalumbang Airport;1435
VAA;EFVA;Europe/Helsinki;2;2;3;Vaasa Airport;1436
BHR;VNBP;Asia/Kathmandu;5,75;5,75;5,75;Bharatpur Airport;1437
RKE;EKRK;Europe/Copenhagen;1;1;2;Roskilde Airport;1438
SIF;VNSI;Asia/Kathmandu;5,75;5,75;5,75;Simara Airport;1439
VAS;LTAR;Europe/Istanbul;3;3;3;Sivas Airport;1440
YZF;CYZF;America/Edmonton;-7;-7;-6;Yellowknife Airport;1441
QSF;DAAS;Africa/Algiers;1;1;1;Ain Arnat Airport;1442
LCK;KLCK;America/New_York;-5;-5;-4;Rickenbacker International Airport;1443
DEB;LHDC;Europe/Budapest;1;1;2;Debrecen International Airport;1444
ORB;ESOE;Europe/Stockholm;1;1;2;Örebro Airport;1445
XFW;EDHI;Europe/Berlin;1;1;2;Hamburg Finkenwerder Airport;1446
CPC;SAZY;America/Argentina/Salta;-3;-3;-3;Chapelco - Aviador Carlos Campos Airport;1447
TOF;UNTT;Asia/Tomsk;7;7;7;Tomsk Bogashevo Airport;1448
UUD;UIUU;Asia/Irkutsk;8;8;8;Ulan-Ude Airport;1449
VIL;GMMH;Africa/Casablanca;1;0;1;Dakhla Airport;1450
CMI;KCMI;America/Chicago;-6;-6;-5;University of Illinois Willard Airport;1451
HOG;MUHG;America/Havana;-5;-5;-4;Frank País International Airport;1452
LZO;ZULZ;Asia/Shanghai;8;8;8;Luzhou Yunlong Airport;1453
PNA;LEPP;Europe/Madrid;1;1;2;Pamplona Airport;1454
TIR;VOTP;Asia/Kolkata;5,5;5,5;5,5;Tirupati Airport;1455
OUI;LFEC;Europe/Paris;1;1;2;Ushant Airport;1456
SUA;KSUA;America/New_York;-5;-5;-4;Witham Field;1457
VDH;VVDH;Asia/Ho_Chi_Minh;7;7;7;Dong Hoi Airport;1458
NST;VTSF;Asia/Bangkok;7;7;7;Nakhon Si Thammarat Airport;1459
ESS;EDLE;Europe/Berlin;1;1;2;Essen/Mülheim Airport;1460
GFF;YGTH;Australia/Sydney;11;10;10;Griffith Airport;1461
OCM;YBGD;Australia/Perth;8;8;8;Boolgeeda Airport;1462
CRV;LIBC;Europe/Rome;1;1;2;Crotone Airport;1463
GDQ;HAGN;Africa/Addis_Ababa;3;3;3;Gondar Airport;1464
PUU;SKAS;America/Bogota;-5;-5;-5;Tres de Mayo Airport;1465
