code_iata;icao_code;timezone;gmt_offset;raw_offset;dst_offset;name;ordre
OME;PAOM;America/Nome;-9;-9;-8;Nome Airport;2534
OYE;FOGO;Africa/Libreville;1;1;1;Oyem Airport;2535
PNT;SCNT;America/Punta_Arenas;-3;-3;-3;Tte. Julio Gallardo Airport;2536
QQG;;;;;;;2537
SGY;PAGY;America/Juneau;-9;-9;-8;Skagway Airport;2538
SLE;KSLE;America/Los_Angeles;-8;-8;-7;McNary Field;2539
TBW;UUOT;Europe/Moscow;3;3;3;Tambov Donskoye Airport;2540
TGO;ZBTL;Asia/Shanghai;8;8;8;Tongliao Airport;2541
TIX;KTIX;America/New_York;-5;-5;-4;Space Coast Regional Airport;2542
URE;EEKE;Europe/Tallinn;2;2;3;Kuressaare Airport;2543
XIL;ZBXH;Asia/Shanghai;8;8;8;Xilinhot Airport;2544
YWH;CYWH;America/Vancouver;-8;-8;-7;Victoria Inner Harbour Seaplane Base;2545
BWG;KBWG;America/Chicago;-6;-6;-5;Bowling Green-Warren County Regional Airport;2546
CTC;SANC;America/Argentina/Catamarca;-3;-3;-3;Coronel Felipe Varela International Airport;2547
DIG;ZPDQ;Asia/Shanghai;8;8;8;Diqing Shangri-La Airport;2548
GLR;KGLR;America/Detroit;-5;-5;-4;Gaylord Regional Airport;2549
HNH;PAOH;America/Juneau;-9;-9;-8;Hoonah Airport;2550
JOE;EFJO;Europe/Helsinki;2;2;3;Joensuu Airport;2551
LDH;YLHI;Australia/Lord_Howe;11;10,5;10,5;Lord Howe Island Airport;2552
MUE;PHMU;Pacific/Honolulu;-10;-10;-10;Waimea-Kohala Airport;2553
OLV;KOLV;America/Chicago;-6;-6;-5;Olive Branch Airport;2554
PPK;UACP;Asia/Almaty;5;5;5;Petropavlosk South Airport;2555
QCH;SNCX;America/Sao_Paulo;-3;-3;-3;Colatina Airport;2556
QYZ;;;;;;;2557
RIY;OYRN;Asia/Aden;3;3;3;Riyan International Airport;2558
SDL;ESNN;Europe/Stockholm;1;1;2;Sundsvall-Timrå Airport;2559
STC;KSTC;America/Chicago;-6;-6;-5;St. Cloud Regional Airport;2560
AIZ;KAIZ;America/Chicago;-6;-6;-5;Lee C Fine Memorial Airport;2561
CEZ;KCEZ;America/Denver;-7;-7;-6;Cortez-Montezuma County Airport;2562
EDM;LFRI;Europe/Paris;1;1;2;La Roche-sur-Yon - Les Ajoncs;2563
ELD;KELD;America/Chicago;-6;-6;-5;Goodwin Field;2564
GOB;HAGB;Africa/Addis_Ababa;3;3;3;Robe Airport;2565
MMJ;RJAF;Asia/Tokyo;9;9;9;Matsumoto Airport;2566
MNI;TRPG;America/Montserrat;-4;-4;-4;John A. Osborne Airport;2567
QRS;;;;;;;2568
VEL;KVEL;America/Denver;-7;-7;-6;Vernal Regional Airport;2569
YUK;UDCK;Asia/Yerevan;4;4;4;Syunik Airport;2570
ATY;KATY;America/Chicago;-6;-6;-5;Watertown Municipal Airport;2571
CPS;KCPS;America/Chicago;-6;-6;-5;Saint Louis Downtown - Parks Airport;2572
GLS;KGLS;America/Chicago;-6;-6;-5;Scholes Field;2573
GST;PAGS;America/Juneau;-9;-9;-8;Gustavus Airport;2574
GYZ;YGRM;Australia/Perth;8;8;8;Gruyere Mine Airport;2575
JRG;VEJH;Asia/Kolkata;5,5;5,5;5,5;Jharsuguda Airport;2576
KMV;VYKL;Asia/Yangon;6,5;6,5;6,5;Kalay Airport;2577
LRT;LFRH;Europe/Paris;1;1;2;Lorient - Lann-Bihoué;2578
LWY;WBGW;Asia/Kuching;8;8;8;Lawas Airport;2579
MEH;ENMH;Europe/Oslo;1;1;2;Mehamn Airport;2580
MYP;UTAM;Asia/Ashgabat;5;5;5;Mary Airport;2581
NDG;ZYQQ;Asia/Shanghai;8;8;8;Qiqihar Sanjiazi Airport;2582
PPG;NSTU;Pacific/Pago_Pago;-11;-11;-11;Pago Pago International Airport;2583
QSH;;;;;;;2584
RBM;EDMS;Europe/Berlin;1;1;2;Straubing Wallmühle Airport;2585
RGL;SAWG;America/Argentina/Rio_Gallegos;-3;-3;-3;Piloto Civil Norberto Fernández International Airport;2586
RKS;KRKS;America/Denver;-7;-7;-6;Rock Springs-Sweetwater County Airport;2587
WHK;NZWK;Pacific/Auckland;13;12;12;Whakatane Airport;2588
FTU;FMSD;Indian/Antananarivo;3;3;3;Tôlanaro Airport;2589
LEU;LESU;Europe/Madrid;1;1;2;Andorra - La Seu d'Urgell Airport;2590
LMN;WBGJ;Asia/Kuching;8;8;8;Limbang Airport;2591
LRE;YLRE;Australia/Brisbane;10;10;10;Longreach Airport;2592
NYI;DGSN;Africa/Accra;0;0;0;Sunyani Airport;2593
OUN;KOUN;America/Chicago;-6;-6;-5;University of Oklahoma Westheimer Airport;2594
PWT;KPWT;America/Los_Angeles;-8;-8;-7;Bremerton National Airport;2595
SXZ;LTCL;Europe/Istanbul;3;3;3;Siirt Airport;2596
TCL;KTCL;America/Chicago;-6;-6;-5;Tuscaloosa Municipal Airport;2597
WUI;YMMI;Australia/Perth;8;8;8;Murrin Murrin Airport;2598
EAR;KEAR;America/Chicago;-6;-6;-5;Kearney Municipal Airport;2599
JAF;VCCJ;Asia/Colombo;5,5;5,5;5,5;Kankesanturai Airport;2600
JIU;ZSJJ;Asia/Shanghai;8;8;8;Jiujiang Lushan Airport;2601
MBH;YMYB;Australia/Brisbane;10;10;10;Maryborough Airport;2602
MCD;KMCD;America/Detroit;-5;-5;-4;Mackinac Island Airport;2603
MJK;YSHK;Australia/Perth;8;8;8;Shark Bay Airport;2604
OOD;YKDD;Australia/Perth;8;8;8;Gudai-Darri Airstrip;2605
QBH;;;;;;;2606
QKF;;;;;;;2607
QKM;;;;;;;2608
RSD;MYER;America/Nassau;-5;-5;-4;Rock Sound International Airport;2609
STP;KSTP;America/Chicago;-6;-6;-5;St. Paul Downtown Airport;2610
SUG;RPMS;Asia/Manila;8;8;8;Surigao Airport;2611
VHC;FNSA;Africa/Luanda;1;1;1;Saurimo Airport;2612
VRC;RPUV;Asia/Manila;8;8;8;Virac Airstrip;2613
ATA;SPHZ;America/Lima;-5;-5;-5;Anta Huaraz;2614
DLG;PADL;America/Anchorage;-9;-9;-8;Dillingham Airport;2615
GHF;EDQG;Europe/Berlin;1;1;2;Giebelstadt;2616
GYR;KGYR;America/Phoenix;-7;-7;-7;Phoenix Goodyear Airport;2617
HRO;KHRO;America/Chicago;-6;-6;-5;Boone County Airport;2618
IDY;LFEY;Europe/Paris;1;1;2;Ile d'Yeu;2619
IFP;KIFP;America/Phoenix;-7;-7;-7;Laughlin/Bullhead International Airport;2620
JAB;YJAB;Australia/Darwin;9,5;9,5;9,5;Jabiru Airport;2621
JSR;VGJR;Asia/Dhaka;6;6;6;Jessore Airport;2622
KLW;PAKW;America/Juneau;-9;-9;-8;Klawock Airport;2623
KRO;USUU;Asia/Yekaterinburg;5;5;5;Kurgan Airport;2624
LYT;;;;;;;2625
NHV;NTMD;Pacific/Marquesas;-9,5;-9,5;-9,5;Nuku Hiva Airport;2626
NZY;KNZY;America/Los_Angeles;-8;-8;-7;Naval Air Station North Island;2627
PNE;KPNE;America/New_York;-5;-5;-4;North Philadelphia Airport;2628
PPQ;NZPP;Pacific/Auckland;13;12;12;Paraparaumu Airport;2629
QBR;;;;;;;2630
QQC;;;;;;;2631
QSK;;;;;;;2632
RNB;ESDF;Europe/Stockholm;1;1;2;Ronneby Airport;2633
ROV;URRP;Europe/Moscow;3;3;3;Platov International Airport;2634
SAG;VASD;Asia/Kolkata;5,5;5,5;5,5;Shirdi Airport;2635
SUJ;LRSM;Europe/Bucharest;2;2;3;Satu Mare International Airport;2636
TAY;EETU;Europe/Tallinn;2;2;3;Tartu Ülenurme Airport;2637
TUI;OETR;Asia/Riyadh;3;3;3;Turaif Domestic Airport;2638
WLE;YMLS;Australia/Brisbane;10;10;10;Miles Airport;2639
AIA;KAIA;America/Denver;-7;-7;-6;Alliance Municipal Airport;2640
AKA;ZLAK;Asia/Shanghai;8;8;8;Ankang Airport;2641
BOR;;;;;;;2642
HNM;PHHN;Pacific/Honolulu;-10;-10;-10;Hana Airport;2643
IRJ;SANL;America/Argentina/La_Rioja;-3;-3;-3;Capitán Vicente Almandos Almonacid Airport;2644
LMC;SKNA;America/Bogota;-5;-5;-5;La Macarena Airport;2645
MMG;YMOG;Australia/Perth;8;8;8;Mount Magnet Airport;2646
PET;SBPK;America/Sao_Paulo;-3;-3;-3;Pelotas;2647
PSF;KPSF;America/New_York;-5;-5;-4;Pittsfield Municipal Airport;2648
TEE;DABS;Africa/Algiers;1;1;1;Cheikh Larbi Tébessa Airport;2649
WAE;OEWD;Asia/Riyadh;3;3;3;Wadi al-Dawasir Domestic Airport;2650
YZT;CYZT;America/Vancouver;-8;-8;-7;Port Hardy Airport;2651
AAN;OMAL;Asia/Dubai;4;4;4;Al Ain International Airport;2652
ANA;;;;;;;2653
GAI;KGAI;America/New_York;-5;-5;-4;Montgomery County Airpark;2654
GFN;YGFN;Australia/Sydney;11;10;10;Clarence Valley Regional Airport;2655
JYV;EFJY;Europe/Helsinki;2;2;3;Jyväskylä Airport;2656
KDH;OAKN;Asia/Kabul;4,5;4,5;4,5;Ahmad Shah Baba International Airport;2657
LSY;YLIS;Australia/Sydney;11;10;10;Lismore Airport;2658
NER;UELL;Asia/Yakutsk;9;9;9;Chulman Airport;2659
NTR;MMAN;America/Monterrey;-6;-6;-6;Del Norte International Airport;2660
PNI;PTPN;Pacific/Pohnpei;11;11;11;Pohnpei International Airport;2661
QYC;;;;;;;2662
RRT;KRRT;America/Chicago;-6;-6;-5;Warroad International-Swede Carlson Field;2663
SDM;KSDM;America/Los_Angeles;-8;-8;-7;Brown Field Municipal Airport;2664
UPN;MMPN;America/Mexico_City;-6;-6;-6;Lic. y Gen. Ignacio López Rayón International Airport;2665
VGD;ULWW;Europe/Moscow;3;3;3;Vologda Airport;2666
VGT;KVGT;America/Los_Angeles;-8;-8;-7;North Las Vegas Air Terminal;2667
AUO;KAUO;America/Chicago;-6;-6;-5;Auburn-Opelika Robert G Pitts Airport;2668
CCR;KCCR;America/Los_Angeles;-8;-8;-7;Buchanan Field Airport;2669
CUQ;YCOE;Australia/Brisbane;10;10;10;Coen Airport;2670
EBU;LFMH;Europe/Paris;1;1;2;Saint-Étienne–Bouthéon Airport;2671
ESN;KESN;America/New_York;-5;-5;-4;Easton Airport;2672
HAA;ENHK;Europe/Oslo;1;1;2;Hasvik Airport;2673
HYS;KHYS;America/Chicago;-6;-6;-5;Hays Municipal Airport;2674
LPY;LFHP;Europe/Paris;1;1;2;Le Puy – Loudes Airport;2675
MEI;KMEI;America/Chicago;-6;-6;-5;Meridian Regional Airport;2676
MRK;KMKY;America/New_York;-5;-5;-4;Marco Island Airport;2677
RDG;KRDG;America/New_York;-5;-5;-4;Reading Municipal Airport;2678
SLI;FLSW;Africa/Lusaka;2;2;2;Solwezi;2679
SOW;KSOW;America/Phoenix;-7;-7;-7;Show Low Municipal Airport;2680
YYB;CYYB;America/Toronto;-5;-5;-4;North Bay/Jack Garland Airport;2681
CBT;FNCT;Africa/Luanda;1;1;1;Catumbela Airport;2682
CDW;KCDW;America/New_York;-5;-5;-4;Essex County Airport;2683
CHH;SPPY;America/Lima;-5;-5;-5;Chachapoyas;2684
CLQ;MMIA;America/Mexico_City;-6;-6;-6;Colima Airport;2685
DZN;UAKD;Asia/Almaty;5;5;5;Zhezkazgan Airport;2686
IGT;URMS;Europe/Moscow;3;3;3;Magas Airport;2687
KTL;HKKT;Africa/Nairobi;3;3;3;Kitale Airport;2688
LNL;ZLLN;Asia/Shanghai;8;8;8;Longnan Chengzhou Airport;2689
LRU;KLRU;America/Denver;-7;-7;-6;Las Cruces International Airport;2690
LWN;UDSG;Asia/Yerevan;4;4;4;Shirak Airport;2691
QTB;;;;;;;2692
SHR;KSHR;America/Denver;-7;-7;-6;Sheridan County Airport;2693
WGO;KOKV;America/New_York;-5;-5;-4;Winchester Regional Airport;2694
WRG;PAWG;America/Sitka;-9;-9;-8;Wrangell Airport;2695
BEM;GMMD;Africa/Casablanca;1;0;1;Beni Mellal Airport;2696
CTH;KMQS;America/New_York;-5;-5;-4;Chester County G O Carlson Airport;2697
ISK;VAOZ;Asia/Kolkata;5,5;5,5;5,5;Ozar Airport;2698
JHM;PHJH;Pacific/Honolulu;-10;-10;-10;Kapalua Airport;2699
KAO;EFKS;Europe/Helsinki;2;2;3;Kuusamo Airport;2700
KEM;EFKE;Europe/Helsinki;2;2;3;Kemi-Tornio Airport;2701
LGI;MYLD;America/Nassau;-5;-5;-4;Deadman's Cay Airport;2702
NAC;YNRC;Australia/Adelaide;10,5;9,5;9,5;Naracoorte Airport;2703
QBK;;;;;;;2704
QES;;;;;;;2705
QSV;;;;;;;2706
SFN;SAAV;America/Argentina/Cordoba;-3;-3;-3;Sauce Viejo Airport;2707
SIG;TJIG;America/Puerto_Rico;-4;-4;-4;Fernando Luis Ribas Dominicci Airport;2708
TBN;KTBN;America/Chicago;-6;-6;-5;Waynesville-St. Robert Regional Airport;2709
VJI;KVJI;America/New_York;-5;-5;-4;Virginia Highlands Airport;2710
ZHY;ZLZW;Asia/Shanghai;8;8;8;Zhongwei Airport;2711
DUT;PADU;America/Nome;-9;-9;-8;Unalaska Airport;2712
GCC;KGCC;America/Denver;-7;-7;-6;Gillette-Campbell County Airport;2713
IWA;UUBI;Europe/Moscow;3;3;3;Ivanovo South Airport;2714
KSH;OICC;Asia/Tehran;3,5;3,5;3,5;Shahid Ashrafi Esfahani Airport;2715
KZS;LGKJ;Europe/Athens;2;2;3;Kastellorizo Island Public Airport;2716
MBW;YMMB;Australia/Melbourne;11;10;10;Moorabbin Airport Aws;2717
MBX;LJMB;Europe/Ljubljana;1;1;2;Maribor Edvard Rusjan Airport;2718
NCO;KOQU;America/New_York;-5;-5;-4;Quonset State Airport;2719
OCJ;MKBS;America/Jamaica;-5;-5;-5;Ian Fleming International Airport;2720
OJC;KOJC;America/Chicago;-6;-6;-5;Johnson County Executive Airport;2721
PPM;KPMP;America/New_York;-5;-5;-4;Pompano Beach Airpark;2722
QAC;SSQT;America/Sao_Paulo;-3;-3;-3;Castro Airport;2723
RKH;KUZA;America/New_York;-5;-5;-4;Rock Hill, Rock Hill - York County Airport;2724
SIP;UKFF;Europe/Simferopol;3;3;3;Simferopol International Airport;2725
SVB;FMNS;Indian/Antananarivo;3;3;3;Sambava Airport;2726
WCD;;;;;;;2727
YIC;ZSYC;Asia/Shanghai;8;8;8;Yichun Mingyueshan Airport;2728
AGR;VIAG;Asia/Kolkata;5,5;5,5;5,5;Agra Airport;2729
GLK;HCMR;Africa/Mogadishu;3;3;3;Abdullahi Yusuf International Airport;2730
KAE;;;;;;;2731
LDZ;FALD;Africa/Johannesburg;2;2;2;Londolozi Airport;2732
LVK;KLVK;America/Los_Angeles;-8;-8;-7;Livermore Municipal Airport;2733
MOF;WATC;Asia/Makassar;8;8;8;Frans Seda Airport;2734
NLK;YSNF;Pacific/Norfolk;12;11;11;Norfolk Island Airport;2735
SIS;FASS;Africa/Johannesburg;2;2;2;Sishen;2736
SLV;VISM;Asia/Kolkata;5,5;5,5;5,5;Shimla Airport;2737
UGN;KUGN;America/Chicago;-6;-6;-5;Waukegan Regional Airport;2738
UNK;PAUN;America/Anchorage;-9;-9;-8;Unalakleet Airport;2739
VNC;KVNC;America/New_York;-5;-5;-4;Venice Municipal Airport;2740
AOO;KAOO;America/New_York;-5;-5;-4;Altoona-Blair County Airport;2741
APN;KAPN;America/Detroit;-5;-5;-4;Alpena County Regional Airport;2742
AQG;ZSAQ;Asia/Shanghai;8;8;8;Anqing Tianzhushan Airport;2743
HCZ;ZGCZ;Asia/Shanghai;8;8;8;Chenzhou Beihu Airport;2744
HIB;KHIB;America/Chicago;-6;-6;-5;Range Regional Airport;2745
HNA;RJSI;Asia/Tokyo;9;9;9;Morioka Hanamaki Airport;2746
HZG;ZLHZ;Asia/Shanghai;8;8;8;Hanzhong Chenggu Airport;2747
IAR;UUDL;Europe/Moscow;3;3;3;Tunoshna Airport;2748
MAG;AYMD;Pacific/Port_Moresby;10;10;10;Madang Airport;2749
OXR;KOXR;America/Los_Angeles;-8;-8;-7;Oxnard Airport;2750
SDY;KSDY;America/Denver;-7;-7;-6;Sidney-Richland Municipal Airport;2751
VPZ;KVPZ;America/Chicago;-6;-6;-5;Porter County Regional Airport;2752
CDA;YCOO;Australia/Darwin;9,5;9,5;9,5;Cooinda Airport;2753
CPV;SBKG;America/Recife;-3;-3;-3;Campina Grande;2754
CRM;RPVF;Asia/Manila;8;8;8;Catarman Airfield;2755
DIU;VADU;Asia/Kolkata;5,5;5,5;5,5;Diu Airport;2756
FOA;EGFO;Europe/London;0;0;1;Foula Airport;2757
GIL;OPGT;Asia/Karachi;5;5;5;Gilgit Airport;2758
GWL;VIGR;Asia/Kolkata;5,5;5,5;5,5;Gwalior Airport;2759
IVR;YIVL;Australia/Sydney;11;10;10;Inverell Airport;2760
JMS;KJMS;America/Chicago;-6;-6;-5;Jamestown Municipal Airport;2761
KZR;LTBZ;Europe/Istanbul;3;3;3;Kütahya Zafer Airport;2762
MBI;HTMB;Africa/Dar_es_Salaam;3;3;3;Mbeya Airport;2763
NLD;MMNL;America/Matamoros;-6;-6;-5;Quetzalcóatl International Airport;2764
OGD;KOGD;America/Denver;-7;-7;-6;Ogden Municipal Airport;2765
OSD;ESNZ;Europe/Stockholm;1;1;2;Åre Östersund Airport;2766
RET;ENRS;Europe/Oslo;1;1;2;Rost Flyplass;2767
RNI;MNCI;America/Managua;-6;-6;-6;Corn Island Airport;2768
SAY;LIQS;Europe/Rome;1;1;2;Ampugnano Airport;2769
SQL;KSQL;America/Los_Angeles;-8;-8;-7;San Carlos Airport;2770
VDS;ENVD;Europe/Oslo;1;1;2;Vadsø Airport;2771
WUS;ZSWY;Asia/Shanghai;8;8;8;Nanping Wuyishan Airport;2772
YWL;CYWL;America/Vancouver;-8;-8;-7;Williams Lake Airport;2773
YZY;ZLZY;Asia/Shanghai;8;8;8;Zhangye Ghanzhou Airport;2774
ADJ;OJAM;Asia/Amman;3;3;3;Amman Civil Airport;2775
AGX;VOAT;Asia/Kolkata;5,5;5,5;5,5;Agatti Airport;2776
BVB;SBBV;America/Boa_Vista;-4;-4;-4;Boa Vista, Boa Vista Intl;2777
ENS;EHTW;Europe/Amsterdam;1;1;2;Enschede Airport Twente;2778
ETR;SERO;America/Guayaquil;-5;-5;-5;Santa Rosa Regional Airport;2779
KGP;USRK;Asia/Yekaterinburg;5;5;5;Kogalym International Airport;2780
LOU;KLOU;America/Kentucky/Louisville;-5;-5;-4;Bowman Field;2781
LZG;;;;;;;2782
QBQ;LFQM;Europe/Paris;1;1;2;Besançon – La Vèze Aerodrome;2783
RYL;;;;;;;2784
TAR;LIBG;Europe/Rome;1;1;2;Taranto-Grottaglie Airport;2785
TSM;KSKX;America/Denver;-7;-7;-6;Taos Regional Airport;2786
VQQ;KVQQ;America/New_York;-5;-5;-4;Cecil Airport;2787
YQA;CYQA;America/Toronto;-5;-5;-4;Muskoka Airport;2788
BOX;YBRL;Australia/Darwin;9,5;9,5;9,5;Borroloola Airport;2789
CVU;LPCR;Atlantic/Azores;-1;-1;0;Corvo Airport;2790
DGH;;;;;;;2791
GED;KGED;America/New_York;-5;-5;-4;Sussex County Airport;2792
ISE;LTFC;Europe/Istanbul;3;3;3;Suleyman Demirel;2793
KGY;YKRY;Australia/Brisbane;10;10;10;Kingaroy Airport;2794
MAU;NTTP;Pacific/Tahiti;-10;-10;-10;Maupiti Airport;2795
MCK;KMCK;America/Chicago;-6;-6;-5;McCook Ben Nelson Regional Airport;2796
MMH;KMMH;America/Los_Angeles;-8;-8;-7;Mammoth Lakes Airport;2797
MOO;YOOM;Australia/Adelaide;10,5;9,5;9,5;Moomba Airport;2798
NGE;FKKN;Africa/Douala;1;1;1;Ngaoundéré Airport;2799
NZH;ZBMZ;Asia/Shanghai;8;8;8;Manzhouli Airport;2800
PCN;NZPN;Pacific/Auckland;13;12;12;Picton Aerodrome;2801
QMP;;;;;;;2802
RAM;YRNG;Australia/Darwin;9,5;9,5;9,5;Ramingining Airport;2803
RIW;KRIW;America/Denver;-7;-7;-6;Riverton Regional Airport;2804
RUL;;;;;;;2805
SBK;LFRT;Europe/Paris;1;1;2;Saint-Brieuc – Armor Airport;2806
TLK;UECT;Asia/Yakutsk;9;9;9;Talakan Airport;2807
TMX;DAUT;Africa/Algiers;1;1;1;Timimoun Airport;2808
AZI;OMAD;Asia/Dubai;4;4;4;Abu Dhabi Bateen Airport;2809
EYK;USHQ;Asia/Yekaterinburg;5;5;5;Beloyarskiy Airport;2810
FIE;EGEF;Europe/London;0;0;1;Fair Isle Airport;2811
JLG;VAJL;Asia/Kolkata;5,5;5,5;5,5;Jalgaon Airport;2812
JOS;DNJO;Africa/Lagos;1;1;1;Yakubu Gowon Airport;2813
KNU;VIKA;Asia/Kolkata;5,5;5,5;5,5;Kanpur Civil Airport;2814
KRF;ESNK;Europe/Stockholm;1;1;2;Höga Kusten Airport;2815
NPT;KUUU;America/New_York;-5;-5;-4;Newport State Airport;2816
NTN;YNTN;Australia/Brisbane;10;10;10;Normanton Airport;2817
PIB;KPIB;America/Chicago;-6;-6;-5;Hattiesburg–Laurel Regional Airport;2818
QHB;SDPW;America/Sao_Paulo;-3;-3;-3;Piracicaba Airport;2819
RJL;LERJ;Europe/Madrid;1;1;2;Logroño-Agoncillo Airport;2820
SCC;PASC;America/Anchorage;-9;-9;-8;Deadhorse Airport;2821
YPH;CYPH;America/Toronto;-5;-5;-4;Inukjuak Airport;2822
ARB;KARB;America/Detroit;-5;-5;-4;Ann Arbor Municipal;2823
BFM;KBFM;America/Chicago;-6;-6;-5;Mobile Downtown Airport;2824
BIM;MYBS;America/Nassau;-5;-5;-4;South Bimini Airport;2825
CIC;KCIC;America/Los_Angeles;-8;-8;-7;Chico Municipal Airport;2826
CRE;KCRE;America/New_York;-5;-5;-4;Grand Strand Airport;2827
DNL;KDNL;America/New_York;-5;-5;-4;Daniel Field Airport;2828
DOV;KDOV;America/Indiana/Indianapolis;-5;-5;-4;Dover Air Force Base;2829
EDC;KEDC;America/Chicago;-6;-6;-5;Austin Executive Airport;2830
FYV;KFYV;America/Chicago;-6;-6;-5;Drake Field;2831
KVK;ULMK;Europe/Moscow;3;3;3;Kirovsk–Apatity Airport;2832
LLJ;WIPB;Asia/Jakarta;7;7;7;Lubuklinggau Silampari Airport;2833
LOE;VTUL;Asia/Bangkok;7;7;7;Loei Airport;2834
OGS;KOGS;America/New_York;-5;-5;-4;Ogdensburg International Airport;2835
PDP;SULS;America/Montevideo;-3;-3;-3;Capitán de Corbeta Carlos A. Curbelo International Airport;2836
QOG;;;;;;;2837
UIP;LFRQ;Europe/Paris;1;1;2;Quimper-Pluguffan;2838
BRW;PABR;America/Anchorage;-9;-9;-8;Wiley Post-Will Rogers Memorial Airport;2839
GDZ;URKG;Europe/Moscow;3;3;3;Gelendzhik Airport;2840
HOF;OEAH;Asia/Riyadh;3;3;3;Al Ahsa Airport;2841
HUN;RCYU;Asia/Taipei;8;8;8;Hualien Airport;2842
KCA;ZWKC;Asia/Urumqi;6;6;6;Kuqa Qiuci Airport;2843
KME;HRZA;Africa/Kigali;2;2;2;Kamembe International Airport;2844
KQH;VIKG;Asia/Kolkata;5,5;5,5;5,5;Ajmer Kishangarh Airport;2845
MWH;KMWH;America/Los_Angeles;-8;-8;-7;Grant County International Airport;2846
PCP;FPPR;Africa/Sao_Tome;0;0;0;Príncipe Airport;2847
POU;KPOU;America/New_York;-5;-5;-4;Dutchess County Airport;2848
RCE;;;;;;;2849
WKA;NZWF;Pacific/Auckland;13;12;12;Wanaka Airport;2850
YGG;;;;;;;2851
BHJ;VABJ;Asia/Kolkata;5,5;5,5;5,5;Bhuj Airport;2852
GBL;YGBI;Australia/Darwin;9,5;9,5;9,5;South Goulburn Island Airport;2853
HOQ;EDQM;Europe/Berlin;1;1;2;Hof–Plauen Airport;2854
KDB;YKBL;Australia/Perth;8;8;8;Kambalda Airport;2855
KUU;VIBR;Asia/Kolkata;5,5;5,5;5,5;Kullu Manali Airport;2856
LLI;HALL;Africa/Addis_Ababa;3;3;3;Lalibela Airport;2857
NRK;ESSP;Europe/Stockholm;1;1;2;Norrköping Airport;2858
NSY;LICZ;Europe/Rome;1;1;2;Sigonella Naval Air Station;2859
PIH;KPIH;America/Boise;-7;-7;-6;Pocatello Regional Airport;2860
QCO;;;;;;;2861
QKE;FLKW;Africa/Lusaka;2;2;2;Kabwe;2862
QZH;;;;;;;2863
RAL;KRAL;America/Los_Angeles;-8;-8;-7;Riverside Municipal Airport;2864
RSI;OERS;Asia/Riyadh;3;3;3;Red Sea International Airport;2865
RVK;ENRM;Europe/Oslo;1;1;2;Rørvik Airport, Ryum;2866
SRY;OINZ;Asia/Tehran;3,5;3,5;3,5;Dasht-e Naz Airport;2867
BFT;KARW;America/New_York;-5;-5;-4;Beaufort County Airport;2868
CFK;DAOI;Africa/Algiers;1;1;1;Chlef International Airport;2869
CXF;PACX;America/Anchorage;-9;-9;-8;Coldfoot Airport;2870
GFL;KGFL;America/New_York;-5;-5;-4;Floyd Bennett Memorial Airport;2871
GVL;KGVL;America/New_York;-5;-5;-4;Lee Gilmer Memorial Airport;2872
HFN;BIHN;Atlantic/Reykjavik;0;0;0;Hornafjörður Airport;2873
HMB;HESG;Africa/Cairo;2;2;3;Sohag International Airport;2874
HUM;KHUM;America/Chicago;-6;-6;-5;Houma-Terrebonne Airport;2875
INZ;DAUI;Africa/Algiers;1;1;1;In Salah Airport;2876
JXA;ZYJX;Asia/Shanghai;8;8;8;Jixi Xingkaihu Airport;2877
KHS;OOKB;Asia/Muscat;4;4;4;Khassab;2878
LME;LFRM;Europe/Paris;1;1;2;Le Mans-Arnage;2879
LWS;KLWS;America/Los_Angeles;-8;-8;-7;Lewiston–Nez Perce County Airport;2880
MVP;SKMU;America/Bogota;-5;-5;-5;Fabio Alberto León Bentley Airport;2881
ODB;LEBA;Europe/Madrid;1;1;2;Córdoba Airport;2882
OPI;YOEN;Australia/Darwin;9,5;9,5;9,5;Oenpelli Airport;2883
QNB;;;;;;;2884
QNF;;;;;;;2885
QSA;LELL;Europe/Madrid;1;1;2;Sabadell Airport;2886
RUI;KSRR;America/Denver;-7;-7;-6;Sierra Blanca Regional Airport;2887
SHW;OESH;Asia/Riyadh;3;3;3;Sharurah Domestic Airport;2888
SLM;LESA;Europe/Madrid;1;1;2;Salamanca Airport;2889
THG;YTNG;Australia/Brisbane;10;10;10;Thangool Airport;2890
TIW;KTIW;America/Los_Angeles;-8;-8;-7;Tacoma Narrows Airport;2891
WZA;DGLW;Africa/Accra;0;0;0;Wa Airport;2892
YDA;CYDA;America/Whitehorse;-7;-7;-7;Dawson City Airport;2893
ZAH;OIZH;Asia/Tehran;3,5;3,5;3,5;Zahedan International Airport;2894
EQS;SAVE;America/Argentina/Catamarca;-3;-3;-3;Esquel Airport;2895
FOE;KFOE;America/Chicago;-6;-6;-5;Topeka Regional Airport;2896
HKK;NZHK;Pacific/Auckland;13;12;12;Hokitika Aerodrome;2897
KNH;RCBS;Asia/Taipei;8;8;8;Kinmen Shang Yi Airport;2898
MBE;RJEB;Asia/Tokyo;9;9;9;Mombetsu Airport;2899
MCV;YMHU;Australia/Darwin;9,5;9,5;9,5;McArthur River Mine Airport;2900
MEO;KMQI;America/New_York;-5;-5;-4;Dare County Regional Airport;2901
MVR;FKKL;Africa/Douala;1;1;1;Salak Airport;2902
RME;KRME;America/New_York;-5;-5;-4;Griffiss International Airport;2903
SEB;HLLS;Africa/Tripoli;2;2;2;Sebha;2904
